publisher,books_count
Seal,3063.0
Owl Books,688.0
"Ediciones Maeva, S.A.",2.0
Random House Value Publishing/TheViking Press,0.0
Penguin Publishing Group,18503.0
Swallow Press,761.0
Gallimard Jeunesse,1481.0
Rowohlt Taschenbuch Verlag GmbH,703.0
Century,17727.0
Touchstone Books,323.0
Fleming H Revell Co,534.0
Hill and Wang,1833.0
Gurze Books,48.0
WaterBrook Press,1239.0
Fontana,5669.0
Editions du Rocher,2074.0
Harpercollins Children's Books,1088.0
Black Lizard Books,47.0
Western Pub. Co.,3638.0
University of Texas Press,6293.0
Editions 10/18,566.0
Phébus,608.0
btb Verlag,426.0
Bookspan,56.0
Here's Life Publishers,270.0
Nelson Books,336.0
FaithWords,1609.0
Tyndale House,10525.0
Th1nk Books,63.0
Denoël,2585.0
Éditions du Rocher,310.0
Blanvalet Taschenbuch,326.0
Penguin Signet,2.0
Book of the Month Club,119.0
Pearson Education,80778.0
New English Library Ltd,660.0
New English Library (Hodder & Stoughton),0.0
NAL Books,53.0
Plaza y Janés,260.0
Columbia Pictures Pubns,148.0
Plaza & Janes Editories,9710.0
Doubleday Books,912.0
Sutton,7352.0
George Braziller,852.0
"Holt, Rinehart and Winston",12178.0
"Grove Press, Granta",51.0
Amistad Press,60.0
"Diogenes Verlag AG,Switzerland",132.0
TusQuets,4856.0
HarperTempest,112.0
Penguin Essential Editions,0.0
"Teacher's Pet Publications, Inc.",100.0
Timeless Texts,61.0
"Timber Press, Incorporated",1150.0
Cape,13465.0
Arrow Books Ltd,1155.0
Tachyon Publications,259.0
Roc,1847.0
Runa Raven Pr,1.0
Gallimard Education,1394.0
Orb Books,114.0
Tor Science Fiction,419.0
Hamish Hamilton,3928.0
Night Shade Books,372.0
Bantam Spectra (NY),0.0
Pocket Books/Simon & Schuster (NY),15.0
Association for Scottish Literary Studies,181.0
Abacus Uk,23.0
The Johns Hopkins University Press,3194.0
William Morrow / Harper,0.0
Norma Editorial,4109.0
Blackwell Pub.,2538.0
Routledge Classics,14.0
Blackwell,35885.0
Harper & Row (NYC et al.),51727.0
Éditions de Minuit,625.0
Oberon Books,2583.0
Yesterday's Classics,206.0
NYRB Classics,210.0
Marsilio Publishers,144.0
Charles Scribner's Sons,6046.0
Broadview Press Inc,1.0
"Booklocker.com, Inc.",1171.0
Penguin-HighBridge,0.0
Aris and Phillips,44.0
Transaction Books,716.0
Mysterious Press,1123.0
International Polygonics,201.0
"Ann Arbor Media Group, LLC",7.0
Kaplan Education,133.0
Stanford University Press,8885.0
Métailié,330.0
Rizzoli International Publications,6983.0
Random House Vintage Books,2.0
Dafina Books,294.0
Dell Publishing,4690.0
Viking Press,9625.0
Nation Books,372.0
Europa Editions,798.0
Brava,415.0
Knopf Doubleday Publishing Group,4116.0
Alpha,6782.0
Counterpoint LLC,58.0
Everyman's Library (UK),1.0
Thomas Nelson Publishers,1437.0
Houghton Mifflin/Seymour Lawrence,28.0
AK Press,551.0
Serpent's Tail,1425.0
Paradigm Publishers,712.0
Odonian Press,20.0
Metropolitan Books/Henry Holt & Co. (NY),35.0
"Rowman & Littlefield Publishers, Inc.",43858.0
Routledge Falmer,37.0
Random House Trade Pbks.,3.0
Random House Paperbacks,3.0
Turtleback,19983.0
William Morrow; 1ST edition,2.0
Laurel Leaf Library,19.0
Virago Press Ltd,533.0
IndyPublish.com,9589.0
Millipede Press,19.0
Arrow (A Division of Random House Group),593.0
Walker,17560.0
Llewellyn Publications,5605.0
Virago Press (UK),70.0
Carl Hanser,1877.0
Octopus Books,1057.0
Thomson Learning,5631.0
BBC Audiobooks America,305.0
Lucas Books/Del Rey/Ballantine Books,2.0
Arden,1033.0
Audio Partners,542.0
Alfred A. Knopf Books for Young Readers,53.0
Siloam Press,87.0
Warner Treasures,89.0
Quill,3742.0
TIme Warner Books,880.0
Headline,13621.0
Monarch Press,759.0
Harry N. Abrams,3823.0
Putnam & Grosset,4399.0
Moody Publishers (Chicago),0.0
Phaidon,6058.0
H. N. Abrams,880.0
Thames & Hudson Ltd,15339.0
Prima Games,2090.0
Hqn,1500.0
Bookclub-In-A-Box,47.0
Canadian Broadcasting Corporation (CBC Audio),240.0
Prentice Hall/Library of Liberal Arts,0.0
Viking; G. P. Putnam & Sons,0.0
Viking Books,467.0
Fortress Press,3917.0
VIZ Media,7421.0
J'ai lu,8617.0
Poseidon Press,254.0
Dabel Brothers Productions,4.0
"Meisha Merlin Publishing, Inc.",86.0
St. Martins Press,422.0
Daimon Verlag,90.0
Hakusen Sha,266.0
講談社,102.0
Viz Media/Shonen Jump Manga,2.0
Addison-Wesley Professional,1235.0
ComicsOne,223.0
Everyman Chess,581.0
Russell Enterprises,191.0
ADV Manga,253.0
TokyoPop,4626.0
Tokyopop,4626.0
"Kids Can Press, Ltd.",599.0
Overlook TP,503.0
EOS,1926.0
"IBooks, Inc.",427.0
"Audio Evolution, distributed by Gildan/Hachette",1.0
"Gibbs Smith, Publisher",1926.0
Corgi,7537.0
Diamond Books,1235.0
Avon Eos,52.0
Orbit,3315.0
"Faber & Faber, Limited",27640.0
Vermillion,52.0
Regan,585.0
Bethany House Publishers,3441.0
University of Toronto Press,15635.0
Daw Books,1223.0
Luna Books,20.0
Baen,3100.0
"DAW Books, Inc.",106.0
Roc Hardcover,45.0
MacAdam/Cage,354.0
Harlequin Books,5259.0
Millenium,282.0
Imprint Academic,749.0
Carlsen,3470.0
Companhia das Letras,1833.0
VeloPress,328.0
City Lights Publishers,75.0
Sounds True,1797.0
Transworld Pub,106.0
Candlewick,9133.0
Babel,398.0
Digital Manga Publishing,664.0
University of Minnesota Press,8380.0
Library of American Comics,26.0
Carol Pub. Group,1058.0
Salamandra,2376.0
Amereon Ltd,1622.0
Wenner Books,16.0
Bloomsbury Academic,6782.0
Hodder & Stoughton Paperbacks,85386.0
Vintage Contempories,1.0
Kent State University Press,1513.0
Pearson Education Ltd,295.0
Turtleback Books Distributed by Demco Media,9224.0
Focal Press,3110.0
Course Technology PTR,1084.0
"Paul Dry Books, Inc.",10.0
Monkfish Book Pub. Co.,21.0
Vertigo,691.0
J'AI LU,8617.0
Planeta Publishing,668.0
"Dedalus,",120.0
Kindle,578.0
Joanna Cotler Books,283.0
Cherry Red Books,94.0
Klett,9774.0
Moyer Bell,385.0
Moyer Bell Ltd.,42.0
Moyer Bell and its subsidiaries,6.0
Bantam Skylark,208.0
Skylark Books/Bantam,1.0
Soho,1996.0
Acropolis Books,679.0
AVA Publishing,216.0
"Oxford University Press, Incorporated",22082.0
Borgo Press,1608.0
Inkling Books,28.0
Prima Publishing,563.0
時報出版,6.0
BradyGames Pub.,40.0
Houghton Mifflin Co. (Boston/NY),0.0
Bear & Co.,2605.0
Gollancz,12796.0
Pan Publishing,345.0
Kabel  Verlag GmbH Ernst,0.0
University of Nebraska Press,8003.0
Pavilion Press,169.0
Charnwood,1986.0
Revive Pub.,1.0
"The Audio Partners, Cover to Cover",23.0
Harvest,9665.0
W.W. Norton & Company (NYC),2777.0
Hampton Roads Pub. Co.,204.0
Bloomsbury Children's Books,561.0
Canongate,3384.0
Rodopi,7475.0
Galahad Books,800.0
Marion Boyars Publishers Ltd,99.0
Abrams,14231.0
Grijalbo,6611.0
SaltRiver,50.0
Headline Publishing Group,4064.0
Deutscher Taschenbuch Verlag,4018.0
聯經出版事業股份有限公司,2.0
University of Utah Press,1768.0
St. Martin's True Crime,113.0
Perseus Pub.,190.0
Gallery Books,4211.0
BBC Audiobooks Ltd,246.0
Collins,43224.0
T. Doherty Associates,308.0
EOS/HarperCollins,11.0
Simon & Schuster (Trade Division),78117.0
"Del Rey, Ballantine Books",3.0
Archipelago Books,160.0
Celestial Arts,979.0
Pinter & Martin,767.0
"Jones and Bartlett Publishers, Inc.",365.0
Northwestern Univ Press,2.0
Random House UK Distribution,262.0
Abstract Studio,71.0
University Press of America,11661.0
Marlowe & Co.,745.0
Lulu.com,51674.0
University of Calgary Press,856.0
Grasset,10446.0
S. French,10038.0
Westholme Pub.,8.0
Bright Sky Press,278.0
Topaz,324.0
Newmarket,650.0
National Geographic Society,4011.0
Pi Press,83.0
Plaza & Janes Mexico,9710.0
Ulysses Press,1635.0
Wizarding World Press,7.0
Arthur A. Levine Books / Scholastic Inc.,0.0
Destino Ediciones,488.0
Riverhead Trade,448.0
Bantam Books Ltd,383.0
Presse Pocket,77.0
Book Sales,5020.0
AuthorHouse,51723.0
Piatkus,4412.0
Watkins Publishing,322.0
Diana TB,0.0
Laura Geringer Books,90.0
Tropismos,22.0
Laurel,1947.0
American Girl,1122.0
A & C Black (Childrens books),27554.0
Inner Traditions,2251.0
Black Dog & Leventhal Publishers,1726.0
Collins [for] the Crime Club,149.0
"The Audio Partners, Mystery Masters",102.0
Black Dog & Leventhal : Distributed by Workman Pub. Co.,1726.0
Samuel French Ltd,1273.0
Deodand,14.0
Overlook Press,1658.0
Hard Press,5018.0
I Books,734.0
Baker Book House,3774.0
HarperLargePrint,129.0
BCP/Duckworth Publishing,0.0
Cardoza Pub.,133.0
John Wiley,60097.0
Oregon State University Press,705.0
Bison Books,1021.0
Digital Manga Publishing / Dark Horse,0.0
DH Press,12.0
Quarry Press,358.0
Sourcebooks,15209.0
MONDIAL,699.0
Totem Books,455.0
"Pocket Books, a division of Simon & Schuster, Inc.",11.0
Miramax,454.0
Ebury Press,2649.0
Arcadia Publishing,22370.0
Soft Skull Press,459.0
Hachette Littérature,1492.0
New Directions Pub. Corp.,383.0
Skinner House Books,282.0
Cold Spring Press,54.0
Leisure Books,3910.0
Cengage Learning,17637.0
Picture Book Studio Ltd,13.0
Hachette Jeunesse,2049.0
Osprey Military,39.0
Razorbill,602.0
Éditions de L'Olivier,98.0
"Basic Books Inc.,U.S.",316.0
Dodo Press,6456.0
Berkley Publishing,1330.0
Universe,3926.0
Souvenir Press,2291.0
Globe Fearon,1470.0
Morpheus International,38.0
Library of America (NY),0.0
Nan A. Talese/Doubleday,159.0
New Millennium Library,7.0
Aerie,107.0
Ace Book,5701.0
Ace/SFBC,0.0
Enhancement Books,20.0
Kaplan Publishing,3199.0
Taplinger Pub. Co.,963.0
Star Trek,803.0
Pearson/Addison-Wesley,85.0
"Hyperion Books for Children, c2002.",1.0
"George Braziller, in association with the Edmond J. Safra Philanthropic Foundation",1.0
Open Heaven Publications,2.0
Critica (Grijalbo Mondadori),292.0
Casa Creacion,571.0
Benjamin-Cummings Publishing Company,829.0
Berlitz Kids,30.0
Honor Books,845.0
Northeastern University Press,781.0
Blue Earth Books,79.0
Scholastic  Inc.,5.0
Jump At The Sun,265.0
H. Holt and Co.,472.0
New Press  The,0.0
National Park Service,2566.0
Post Road Press,3.0
Nan A. Talese,394.0
Lawrence Erlbaum Associates,2051.0
Vertigo/DC Comics,56.0
"Little, Brown Book Group Limited",24010.0
Waking Lion Press,403.0
Graphics Press,38.0
Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas,521.0
Ullstein Tb,1043.0
Lippincott,36758.0
Ediciones Glénat España,44.0
Vantage Press,8145.0
Эксмо,137.0
New York University Press,7555.0
Cosmos,1642.0
AudioText,62.0
Hesperus Press,644.0
Everymans Library,183.0
Penguin Classics Deluxe Edition,0.0
Mondial,699.0
Overlook Hardcover,448.0
BiblioBazaar,10099.0
rbooks,1.0
Everyman Publishers,126.0
Classic Books,2602.0
Laurel Leaf,1027.0
Macmillan Publishing Company/Collier Books,0.0
Dial Books,2100.0
Simon Schuster,468.0
Paraglyph,106.0
Boosey and Hawkes,550.0
Reclam  Ditzingen,0.0
Konemann,1464.0
Alfred A. Knopf  Inc.,0.0
Cosimo,2516.0
State University of New York Press,10897.0
E. Mellen,2086.0
Stone Bridge Press,345.0
Farrar  Strauss & Giroux-3pl,0.0
Harvest Books,849.0
Challcrest Press Books,1.0
Manesse Verlag,178.0
Editorial Seix Barral,1048.0
Tanglewood Press,99.0
ZondervanPublishingHouse,76.0
Disinformation,191.0
Everyman Paperbacks,46.0
Wordsworth Editions Ltd,598.0
"Harcourt, Brace, Jovanovich",368.0
Cybereditions,42.0
Sagebrush Education Resources,622.0
Baton Wicks Publications,40.0
Sunburst,338.0
"Oxford University Press, USA",27029.0
HarperPrism,324.0
Spectra/Bantam Books (NYC),0.0
Penguin Books (NYC),0.0
Jump at the Sun/Hyperion Paperbacks for Children,17.0
Chosen Books,878.0
Pyramid Books,1337.0
Earthlight,114.0
Quest Books,499.0
The Modern Library New York,2.0
Haus Pub.,121.0
AST,14492.0
A Harvest Book/Harcourt  Inc.,0.0
Paris Press,30.0
Abradale Press,111.0
SCM Press,3795.0
ROC,1847.0
Polity,6574.0
Polity Press,4976.0
Henry Holt and Company,1217.0
Pavement Saw Press,46.0
Unwin Paperbacks,545.0
Scribner Book Company,249.0
Pan MacMillan,13150.0
Midnight Ink,350.0
Alfred A. Knopf Borzoi Books,0.0
Push,583.0
Ravensburger Buchverlag,2554.0
Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),1.0
Peripatetic Press,15.0
Pinceton University Press,1.0
Penguin Audio UK,9.0
Townsend Press,353.0
Editorial Lectorum,217.0
"Lothrop, Lee & Shepard",3100.0
Annick Press,1213.0
"Jossey-Bass, A John Wiley & Sons",10.0
Plaza & Janés,9710.0
Hiperion,154.0
Purple House Press,133.0
Bethlehem Books,148.0
Editorial Juventud,2050.0
Putnam & Grosset Group,4399.0
Warne,6204.0
Amereon Limited,1156.0
Penguin Books Limited,118.0
Bolchazy-Carducci Publishers,468.0
Hungry Minds,1664.0
University of Wisconsin Press,4637.0
W. W. Norton and Company,66.0
Weiser Books,609.0
Pearson,115720.0
"Penguin Books, Limited",24188.0
Thorndike Press,22271.0
Harlequin,140465.0
Miramax Books/Hyperion Books For Children,25.0
Hyperion Paperbacks,200.0
Falcon's Wing Press,32.0
Folio,4467.0
Rowohlt Tb.,2258.0
Ying wen han sheng chu ban yu xian gong si,89.0
Open Court Publishing Company,617.0
Laffont,9522.0
Time Life Medical,5.0
Faber and Faber & Penguin India,1402.0
Penguin Books Ltd.,148.0
Motorbooks International Publishers & Wholesalers,109.0
Motorbooks,4069.0
BBC Physical Audio,62.0
T. Nelson Publishers,700.0
White Wolf Games Studio,237.0
Fasa,297.0
Silhouette Books,4175.0
Circlet Press,117.0
Interstitial Arts Foundation,2.0
Little Brown Book Group Limited,66.0
Crown Publishing Group (NY),139.0
McDougal Littel,2386.0
Deseret Book,3732.0
Writer's Digest Books,1031.0
Spectra Books,40.0
Random House UK,1759.0
Big Finish Productions Limited,23.0
Carroll & Graf Publishers,3791.0
Plexus Publishing,372.0
Subterranean Press,486.0
Benziger,4626.0
Dervy,772.0
Simon & Schuster Books for Young Readers,78117.0
Henry Holt and Co. (BYR),763.0
"Barn Owl Books, London",30.0
David R Godine,369.0
Little Brown,9972.0
Yale University Press in association with the Open University,14.0
Harper Business,194.0
Cliffś Notes,1.0
BBC Worldwide,383.0
Graywolf Press,1047.0
Tin House Magazine,27.0
Stenhouse Publishers,543.0
Zondervan Publishing House,1040.0
Kensington Pub. Corp.,2418.0
University of Mississippi,149.0
Berkley Publishing Group,1006.0
Voyageur Press,1219.0
Chu Hartley Publishers Llc,1.0
T. & T. Clark Publishers,26634.0
Volo,256.0
Hay House Audio Books,204.0
Ecco / HarperCollins,1.0
Pleasant Co.,208.0
American Girl Publishing Inc,121.0
Carol Publishing Group,133.0
Gibbs-Smith,67.0
Chelsea House Publishers,2759.0
McGraw-Hill Companies,5684.0
Crown Trade Paperbacks,207.0
Arcadia  Publishing,1401.0
Avalon Travel,1837.0
Amulet,564.0
Orchard Books (NY),108.0
Pearson Prentice Hall,4318.0
Collins Reference,86.0
Sphere,5138.0
RH Audio Price-less,46.0
Audio Literature,1276.0
Avon Books (AvoNova),0.0
Sunstone Press,1659.0
1st Books Library,10493.0
ISIS Audio Books,1649.0
Nova Audio Books,753.0
Brilliance Audio on CD Value Priced,391.0
Brilliance Audio Unabridged,931.0
Soundings,1859.0
Brilliance Audio on MP3-CD Lib Ed,993.0
Brilliance Audio on MP3-CD,2012.0
University Press of Kentucky,3996.0
Limelight,491.0
Harcourt  Brace  Jovanovich,0.0
CDS Books,75.0
Vanguard Press,2645.0
dtv,5348.0
MacMillan Audio,3056.0
Berkley Prime Crime,1131.0
Huntington House Publishers,142.0
Ediciones Urano,1237.0
New Riders Press,247.0
New Riders Publishing,325.0
Souvenir,2956.0
Advantage World Press,16.0
Teacher's Pet Publications,143.0
Hyperion Press,1553.0
Puzzle-Via Magna,1.0
Smart Pop,45.0
Shoemaker & Hoard,177.0
Marshall Cavendish Editions,409.0
Hawthorne Books & Literary Arts,36.0
Crown Journeys,15.0
Mondadori,18568.0
DC Comics Vertigo,0.0
Sticker Design (DC Comics),0.0
Disinformation Company,143.0
The Disinformation Company,15.0
Disinformation Co.,12.0
Castle Books,722.0
BRADY GAMES,984.0
Open Court,2625.0
Punk Planet Books,6.0
Monolith Graphics,11.0
Hodder & Stoughton,85386.0
Duke University Press Books,1134.0
McGraw-Hill Education,35741.0
Bold Strokes Books,1563.0
BERG,2945.0
Impact Publishers,153.0
Naiad Press,450.0
Random House Mondadori S.A.,36.0
Penguin UK,1453.0
"Random House Mondadori, S.A.  (DEBOLSILLO)",2.0
List Taschenbuch,60.0
Plaza & Janes Editories Sa,9710.0
小学館,39.0
Viz Communications,161.0
Editores de Tebeos,332.0
小学館 [Shōgakukan],0.0
University of Alaska Press,556.0
CMX,163.0
Faber Paperbacks,25.0
Fontana Press,536.0
New Library Press.Net,12.0
Edicions Xerais de Galicia,70.0
Charlesbridge Publishing,1105.0
Sierra Club Books,749.0
Love Spell Books,74.0
Dorchester Pub. Co.,201.0
Berkley Jam,89.0
Small Beer Press,198.0
DK Publishing (Dorling Kindersley),1113.0
University of N. Carolina Press,24.0
Sutton Pub.,614.0
Liffey Press,314.0
Thomas Dunne Books,2213.0
Veritas,2465.0
Veritas Publishing,78.0
Perfection Learning Prebound,2543.0
Little Simon,3446.0
Pimsleur,382.0
Droemer Knaur,2419.0
Devil's Due Publishing,96.0
Avery,1889.0
Chelsea House,9720.0
Benjamin Cummings,984.0
Nicholas Brealey Publishing,280.0
Courage Books,594.0
Andrews McMeel,12681.0
"Andrews, McMeel & Parker",80.0
Penguin Group Inc.,4.0
"Viz, LLC",5.0
Academy Chicago,801.0
Birlinn,2863.0
Grafton,3426.0
Peerage Books,132.0
British Film Institute,1205.0
DK Pub.,2244.0
River City Pub.,57.0
Springer,455176.0
Crystal Clarity Publishers,325.0
"Dorchester Publishing Co., Inc.",332.0
Macmillan Publ. Co.,2.0
Círculo de Lectores,2253.0
Record,15454.0
Paul Mellon Centre BA,70.0
Doubleday & Company  Inc.,11741.0
Checkmark Books,521.0
Re/Search Publications,77.0
Semiotext(e),264.0
Pengiun Books,32.0
Seuil,19775.0
Bloomsbury Methuen Drama,99.0
Points,1544.0
Morgan Road Books,18.0
Heyday Books,362.0
Tusquets,4856.0
Ig Publishing,252.0
Scholastic Inc,8572.0
Scholastic Canada,2523.0
Coronet,4093.0
Avalon Books,1309.0
Black Dog & Leventhal,1726.0
Candlewick Press (MA),270.0
Simon  Schuster/Paula Wiseman Books,0.0
Alderac Entertainment Group (AEG),59.0
Bantam Doubleday Dell,1557.0
Random House Children's Books (A Division of Random House Group),405.0
Penguin Group (USA),582.0
Soho Crime,287.0
Black Sparrow Press,742.0
Nonsuch Publishing,349.0
Blackstone Audio Inc.,562.0
Nick Hern,1384.0
Nick Hern Books,1098.0
Hippo/Scholastic,29.0
University of Arkansas Press,1184.0
Listening Library,2260.0
tor,9373.0
Zebra Books,2722.0
Harpercollins,135761.0
Applause Theatre Book Publishers,76.0
Arcadia Publishing (SC),1497.0
Hesperus,823.0
Phaidon Press,3593.0
Larousse Kingfisher Chambers,650.0
Harvard University Press (Cambridge),0.0
Neil Wilson,164.0
Adamant Media Corporation,10272.0
New Page Books,460.0
Cleis Press,658.0
Schwartz & Wade Books,721.0
Laurel Leaf Books,62.0
Harper Teen,91.0
Henry Holt and Co. BYR Paperbacks,89.0
Firebird Books,48.0
Square Fish,2170.0
Dutton Juvenile,1420.0
Riverhead,1964.0
Time Warner Books UK,826.0
"Scholastic, c2002, c2001.",1.0
Published by Simon & Schuster,27.0
"Abrams, Inc.",4125.0
Quinteto,46.0
Aurum,2094.0
Heinemann Educational,10911.0
Puffin Books (Penguin Books),1.0
Farrar Straus & Giroux,2470.0
Kyle Books,375.0
University of North Carolina Press,10853.0
Ash Tree Publishing,20.0
HarperCollins Childrens Books,599.0
Pinnacle,10138.0
Editions de l'Olivier,243.0
Blue Sky Press,337.0
Five Star Trade,52.0
Lawrence Erlbaum,5631.0
Creation Books,308.0
Onyx,1008.0
Top Shelf Productions,338.0
Marion Boyars,620.0
Taplinger Publishing,138.0
Tuttle Publishing,4524.0
Glencoe/McGraw-Hill,3390.0
Bridgewater Press,15.0
Wadsworth Thomson Learning,147.0
New Harbinger Publications,2009.0
Perigee Book,749.0
Berkley Pub. Group,536.0
Blu,240.0
Bertrand,2667.0
Goldmann,8672.0
Dey Street Books,202.0
Vida,4196.0
"Orion Publishing Group, Limited",36984.0
Y Lolfa,2783.0
Destiny Books,407.0
Healing Arts Press,404.0
Regal Books,1448.0
LSU Press,917.0
Routledge Taylor & Francis Books Ltd imprint,26.0
Dominion Press,257.0
Kensington,16348.0
"Anchor Books, Doubleday",50.0
Catholic Book Pub. Co.,165.0
McGraw-Hill Humanities/Social Sciences/Languages,2641.0
Arlington House,551.0
Sophia Institute Press,669.0
Christian Classics,313.0
University of Notre Dame Press,3699.0
Yellow Jersey,175.0
Patmos,2773.0
Franklin Watts,13167.0
Vertical,998.0
Dutton Books,465.0
Lark Books,1600.0
AEG,92.0
Digital Manga Pub.,38.0
Dark Horse Manga,184.0
BradyGames,621.0
BradyGames.,2.0
Brady Games,984.0
Bradygames,621.0
Sentient Publications,176.0
BLU,240.0
Random House (Vintage),0.0
"Kessinger Publishing, LLC",66237.0
Findakly,47.0
Gingko Press,926.0
KiWi,450.0
10/18,815.0
Prentice-Hall,33469.0
Contemporary Books,3048.0
HarperFlamingo,100.0
Island Books,868.0
Rider,4115.0
Pharos Books,245.0
"Motilal Banarsidass,India",821.0
Triumph Books,2976.0
"""Stewart, Tabori and Chang""",48.0
Mira Books,857.0
Holiday House,4678.0
Soho Press,1315.0
Loeb Classical Library 443,0.0
Gallopade International,2315.0
Carole Marsh Mysteries,58.0
Webster's New World,102.0
Learning Matters,752.0
F. Meiner,1041.0
O'Reilly Media,5311.0
Sams,5293.0
Pearson/Addison Wesley,117.0
Johns Hopkins University Press,10747.0
The Guilford Press,2003.0
"Wiley & Sons, Incorporated, John",187048.0
Backinprint.com,1385.0
Imagination Studio,139.0
Random House for Young Readers,8.0
Liveright/W.W. Norton & Company  Inc.,0.0
Liveright,3572.0
Liveright Publishing Corporation,931.0
B&H Publishing Group,57872.0
Pluto Press,3558.0
Center Point Pub.,2265.0
Gotham,793.0
Discovery House,720.0
Prentice Hall PTR,2931.0
The Society,12203.0
角川書店 (Kadokawa Shoten),0.0
Time-Life Books.,5.0
Howard Fiction.,1.0
Howard Pub.,229.0
Worth Publishers,4648.0
Pinnacle Books/Kensington Pub.,61.0
Global Communications,170.0
Tin House Books,332.0
Peter Owen,1238.0
NAL Jam,30.0
Monacelli,844.0
Lipper/Penguin,1.0
Hackett Pub Co Inc,108.0
Farrar  Straus & Giroux,0.0
Kregel Publications,2235.0
PublicAffairs,2010.0
Holt Paperbacks,402.0
Prentice Hall/Pearson Education,29.0
Harvest / Harcourt,7.0
Keep It Simple Books,43.0
Amadeus Press,319.0
"Tusquets Editores, S.A.",20.0
Chicago Review Press,2452.0
Puzzle-Roca,5.0
Farrar  Straus and Giroux (BYR),0.0
Viking UK,13.0
Editions Gallimard,634.0
Alianza,9973.0
Skylight Paths Publishing,184.0
Abrams in association with Tate Pub.,1.0
Dartmouth College Press,139.0
Churchill Livingstone,6229.0
Dedalus,1807.0
Thomson/Course Technology,133.0
Course Technology,6563.0
Gollehon Books,19.0
Storey Pub.,324.0
Ohio State University Press,2400.0
Waveland Press,1538.0
Loyola University Press,752.0
Bureau of Public Secrets,12.0
Rebel Press,65.0
Hyperion Books,7777.0
Disney Hyperion Books,53.0
Chicken House / Scholastic,2.0
Onyx Book,84.0
Voyager,1717.0
Heinemann Educational Books,4784.0
Laurel Press,57.0
Porrua,1186.0
Edaf S.A.,708.0
ComicsLit,68.0
NBM/ComicsLit,7.0
"Simon & Schuster, Inc.",78117.0
Thames and Hudson,5636.0
Del Rey Fantasy,1.0
Coronet Books,2093.0
New Falcon Publications,268.0
Back Stage Books,104.0
Princeton Architectural Press,2103.0
Chatto and Windus,3971.0
HarperVoyager,186.0
DAW Trade,23.0
Fischer (Tb.),1977.0
DAW Books Inc,28.0
Collier Books,3395.0
M.E. Sharpe,2521.0
Harvill,2396.0
"Santillana Ediciones Generales, S.L.",68.0
Dante University of America Press,13.0
Warner Forever,39.0
Mirrorstone,74.0
Troll Communications,2479.0
Nick Hern Books in association with the Traverse Theatre,3.0
Sasquatch Books,1140.0
Pomegranate,2106.0
W Pub. Group,189.0
Van Patten Publishing,21.0
Vanderbilt University Press,1090.0
"Mel Bay Publications, Inc.",1943.0
Beginner Books,172.0
Greenery Press (CA),70.0
Bodley Head,6691.0
Sensory Resources,17.0
Lama Foundation (San Cristobal  NM),0.0
Anchor Press,751.0
Sutton Publishing,2500.0
Ace Hardcover,69.0
High Risk Books,24.0
Black Cat,649.0
Thomson/Wadsworth,572.0
One World/Ballantine Books,46.0
"Loose Id, LLC",1372.0
"Little, Brown/Back Bay Books",1.0
Dover Publications (NYC),0.0
"Bullseye Books, Knopf",4.0
HarperResource,307.0
Four Walls Eight Windows,341.0
Dorling Kindersley,19165.0
New World Pub.,28.0
IVP Academic,780.0
Putnam Juvenile,929.0
Alban Institute,460.0
Monacelli Press,667.0
l'ecole des loisirs,2164.0
Lawrence Hill Books,192.0
Princeton University Press (NJ),0.0
Orion Publishing Group  Ltd.,0.0
Manchester University Press,9186.0
Sidgwick & Jackson Ltd,3708.0
McFarland,16312.0
Temenos Press,11.0
Octopus Books (London),1.0
Belknap Press of Harvard University Press,1240.0
Vince Emery Productions,9.0
MIRA,4902.0
Mongoose Publishing,403.0
Image Comics,4877.0
Abacus Books (London),0.0
Aspect,414.0
"Regnery Pub., Inc.",12.0
Wheeler Pub.,2619.0
Fantagraphics,2246.0
Berkley Hardcover,211.0
McGraw-Hill Medical Publishing,246.0
Blanvalet Taschenbuch Verlag,320.0
Be Beautiful,36.0
Bantam (Fanfare Imprint),0.0
Bantam (Fanfare),0.0
MIRA Books,857.0
Gramedia Pustaka Utama,1373.0
Grand Central Publishing (Formerly Warner Books),0.0
Fanfare,270.0
"Berkley, Ist Edition",4.0
Mira (Mills and Boon),0.0
Blanvalet Verlag GmbH,47.0
Loveswept,792.0
"Plaza & Janes Editores, S.A.",9710.0
"Filiquarian Publishing, LLC",90.0
International Publishers (NYC),0.0
Knowledge Products,127.0
Allworth,703.0
Walter Chapin Simpson Center for the Humanities/University of Washington,1.0
Ivan R. Dee Publisher,24.0
Ivan R. Dee  Publisher,0.0
Ivan R. Dee,802.0
Modern library,3981.0
Broadman & Holman Pub,4674.0
Praeger Publishers,5098.0
Intercultural Publishing,1.0
YoungJin Singapore Pte. Ltd.,22.0
Arkana,445.0
Arkana/Penguin,6.0
Red Hen Press,823.0
Alfabeta Bokförlag,3.0
House of Anansi Press,775.0
Servant Publications,338.0
Q-Boro Books,61.0
Perfection Learning,7974.0
"Little, Brown, and Co.",496.0
Loyola Classics,3.0
"The Museum of Modern Art, New York",241.0
Pocket Books/Star Trek,339.0
Cátedra,1424.0
"Harry N. Abrams, Inc.",543.0
Melville House,832.0
